machine_id,rpm,temperature,vibration,pressure,age,failure,hour,dayofweek
0,-0.09380122711159515,0.9433402803753588,-0.7429800320353815,-0.08888704565238519,-0.5998339377944273,0,0,0
0,-0.5087633595848983,0.3113157630963898,-0.9213030828316467,0.2972103280277417,-0.5559083773556835,0,0,0
0,-0.3916801707189068,0.27472474556189547,-0.9724066915777958,-0.7583865708124436,-1.6439107205307224,1,0,0
0,-0.18810552670199976,0.3068702416632123,-0.9215240179189027,0.02314644149468533,0.6469762008129929,0,0,0
0,0.25878539587936905,0.37320767815902306,-0.4246127110613721,-1.2453117535092881,1.0929895837294685,0,0,0
0,-0.016049078944427454,0.7193236384229017,-0.6946224139007733,0.10619912488850808,0.3124661636256363,0,0,0
0,-0.28185612672192245,0.7572200621668967,-0.21134043541193942,-0.48246278308492735,-0.47819392427175217,0,0,0
0,0.2479898914741522,0.569881230588608,-0.7360110158057442,-0.9913486758309493,0.18068948230940488,0,0,0
0,0.009804560076059388,-0.1920542655682007,-1.4727599188599012,0.3213815959600063,0.6571128686065492,0,0,0
0,-0.6529649416852359,0.10750921421364323,-0.2621383075137559,0.4428572551834939,-0.8025672936655526,0,0,0
0,-0.2859236837111482,-0.06841894036311372,0.22896677719786893,-0.39553957373393345,1.3970896175361562,0,0,0
0,-0.4026492072512452,0.6850205794820747,-1.0513173325858443,-0.3739059502512086,1.1774618153424374,0,0,0
0,-0.1332137910912452,0.6494584171579251,0.452315224560384,1.0242383878872987,-0.741747286904215,0,0,0
0,0.15214864164642655,0.6450015954988184,-1.0791041746187056,0.009783468338795067,-0.0186649842972016,0,0,0
0,0.4604194993088521,0.15673716527659312,0.3064288891443752,0.40290919411703086,1.5288662988523878,0,0,0
0,-0.12387533731395456,0.7068062037771072,-0.8477753304979552,0.4349233254252571,1.2957229396005938,0,0,0
0,0.19932012452298936,0.3531779117975201,-0.28357729158883666,-1.8185346373247953,0.7618584358066306,0,0,0
0,0.454235567884925,1.1985769377742557,0.9364668707490871,0.9039203643874465,0.9713495702067934,0,0,0
0,0.37392592532126717,0.8299742060719925,-0.1567807660329761,0.4064274128787169,0.16041614672229237,0,0,0
0,0.15606739490635052,0.6971732554311493,-0.6288064541497659,-0.7378756004094482,-1.0762573240915716,0,0,0
0,0.16894311178645005,-0.026050350312175258,-0.13853745388814667,0.34670742057958354,-0.5052250383879022,0,0,0
