machine_id,timestamp,rpm,temperature,vibration,pressure,age,failure
0,2024-01-01 00:00:00,1006.4768853810069,61.75494323422648,0.3022301475640925,4.9865863043050815,330,0
0,2024-01-01 00:00:30,992.1476298777508,60.7878340574531,0.2977600062128333,5.026403984588023,343,0
0,2024-01-01 00:01:00,996.1906853690966,60.73184333576806,0.2964789583974517,4.9175417578780705,21,1
0,2024-01-01 00:01:30,1003.2204185900921,60.78103162423092,0.2977544678875014,4.998140160602226,699,0
0,2024-01-01 00:02:00,1018.6522223876741,60.88253962248853,0.31021087086386095,4.867325847157066,831,0
0,2024-01-01 00:02:30,1009.1617819289731,61.41215819304658,0.30344235982440704,5.006705267281132,600,0
0,2024-01-01 00:03:00,999.9830718633868,61.47014641686976,0.3155571074507781,4.945997390863792,366,0
0,2024-01-01 00:03:30,1018.2794376711822,61.18348490575405,0.30240484448345656,4.893516702935965,561,0
0,2024-01-01 00:04:00,1010.0545462807598,60.017588978781035,0.28393627453508824,5.028896733526941,702,0
0,2024-01-01 00:04:30,987.1681362030541,60.47597402936495,0.31428372373720687,5.0414243477788,270,0
0,2024-01-01 00:05:00,999.8426131111021,60.20677287008636,0.32659457831927236,4.954961659452608,921,0
0,2024-01-01 00:05:30,995.8119083318774,61.359668452243646,0.2945008533916807,4.957192704680878,856,0
0,2024-01-01 00:06:00,1005.1159113182972,61.30525206080735,0.3321934009383144,5.101381368060717,288,0
0,2024-01-01 00:06:30,1014.9698977178679,61.29843233624299,0.29380430232305915,4.996762055934797,502,0
0,2024-01-01 00:07:00,1025.6149458752127,60.55130149202684,0.3285363720931101,5.037304560305742,960,0
0,2024-01-01 00:07:30,1005.4383819239465,61.39300430647312,0.2996031748032333,5.040606132737631,891,0
0,2024-01-01 00:08:00,1016.5987987131875,60.85189054112024,0.3137462986044768,4.808210175633382,733,0
0,2024-01-01 00:08:30,1025.4014055869459,62.14550041495446,0.344329949097649,5.088973139156364,795,0
0,2024-01-01 00:09:00,1022.6281949790026,61.581473111159774,0.3169247906140758,5.037667389269024,555,0
0,2024-01-01 00:09:30,1015.105218057536,61.378264193566004,0.30509221183143626,4.919657025469806,189,0
0,2024-01-01 00:10:00,1015.549835584111,60.271604298496165,0.3173821077339792,5.03150855027667,358,0
0,2024-01-01 00:10:30,1007.2885157808538,62.47568300925541,0.2893039459861765,5.096464142671518,663,0
0,2024-01-01 00:11:00,1023.4463615542475,59.99318232057865,0.29209456090831193,5.144931835080185,496,0
0,2024-01-01 00:11:30,1030.3761404704417,60.47752494746581,0.29547519870907796,5.049826439280756,951,0
0,2024-01-01 00:12:00,1023.6912608764844,62.23693449358647,0.30644331166569255,5.0337783117781285,129,0
0,2024-01-01 00:12:30,1043.6216245694648,60.03584289468357,0.294653036494776,5.0200191623432815,183,0
0,2024-01-01 00:13:00,1016.8257284586899,61.69829019308341,0.33759482803523033,5.141907563635436,906,0
0,2024-01-01 00:13:30,1021.2787761335991,61.195878185227336,0.34772691047829074,5.010287147465387,770,0
0,2024-01-01 00:14:00,1011.0526755853829,61.041527575853685,0.28734208153481666,5.04905891449252,928,0
0,2024-01-01 00:14:30,1039.8906038309929,61.040550496333324,0.3314936146436816,5.0885367246026165,945,0
0,2024-01-01 00:15:00,1024.6646734120698,61.286265215622514,0.3284960273172317,5.053352188150146,571,0
0,2024-01-01 00:15:30,1039.0566141044862,61.08489166897427,0.29509317345929115,4.915546512591551,658,0
0,2024-01-01 00:16:00,1036.036180523231,61.617692032543324,0.31114710973139886,5.08444814803465,226,0
0,2024-01-01 00:16:30,1020.8020246274148,60.462660252907966,0.24853534871839544,4.918891024610668,956,0
0,2024-01-01 00:17:00,1021.6928344986502,61.403644962500735,0.32880742112857314,4.916643323221874,895,0
0,2024-01-01 00:17:30,1022.6119380407456,61.56303730562031,0.31784410484539694,5.304327060881331,469,0
